Fuel_Type,Fuel_Price_per_Litre,Distance_km,Fuel_Consumption_L_per_100km
Petrol,97.35,294.3,7.93
Diesel,92.57,440.0,6.48
Petrol,104.06,319.8,8.56
Diesel,99.55,466.7,7.22
Petrol,100.35,100.3,8.20
Diesel,100.71,492.6,7.30
Petrol,105.45,498.8,8.95
Diesel,101.92,212.5,7.34
Petrol,109.77,289.5,9.17
Diesel,90.91,442.5,6.40
Petrol,100.88,244.3,8.33
Diesel,98.48,346.5,6.96
Petrol,103.95,269.4,8.59
Diesel,92.15,416.9,6.44
Petrol,105.07,224.5,8.67
Diesel,95.80,184.6,6.66
Petrol,104.57,256.8,8.62
Diesel,91.19,270.1,6.25
Petrol,107.83,198.0,8.87
Diesel,97.04,180.0,6.76
Petrol,106.82,304.3,8.92
Diesel,97.17,233.5,6.84
Petrol,106.81,381.9,8.91
Diesel,100.94,178.7,7.15
Petrol,108.25,308.6,8.98
Diesel,98.69,181.4,7.02
Petrol,102.36,327.7,8.41
Diesel,90.94,281.1,6.27
Petrol,99.57,205.3,8.18
Diesel,99.31,404.4,7.10
Petrol,109.51,126.0,9.00
Diesel,92.42,252.2,6.36
Petrol,104.91,154.3,8.69
Diesel,103.68,356.9,7.51
Petrol,96.88,432.4,7.91
Diesel,102.07,184.1,7.32
Petrol,96.83,189.6,7.73
Diesel,93.29,119.5,6.42
Petrol,97.60,382.4,7.93
Diesel,93.21,202.8,6.36
Petrol,104.69,142.9,8.65
Diesel,90.18,426.6,6.23
Petrol,100.69,380.7,8.25
Diesel,102.93,493.6,7.44
Petrol,109.89,290.8,9.26
Diesel,100.58,101.8,7.09
Petrol,99.76,257.2,8.07
Diesel,90.45,342.3,6.27
Petrol,100.62,392.0,8.23
Diesel,98.30,123.7,6.90
Petrol,99.13,263.0,8.16
Diesel,102.70,242.8,7.35
Petrol,103.88,119.8,8.39
Diesel,90.89,310.9,6.29
Petrol,106.68,154.3,8.73
Diesel,103.63,196.9,7.42
Petrol,105.85,243.4,8.79
Diesel,96.11,484.2,6.94
Petrol,96.24,335.4,7.85
Diesel,95.69,373.2,6.70
Petrol,97.62,396.9,8.05
Diesel,96.53,380.0,6.87
Petrol,98.64,134.1,7.90
Diesel,95.49,176.9,6.72
Petrol,104.50,182.0,8.65
Diesel,97.62,207.6,6.85
Petrol,100.16,242.6,8.18
Diesel,96.22,455.5,6.91
Petrol,109.62,414.9,9.22
Diesel,90.21,455.9,6.36
Petrol,96.47,162.7,7.74
Diesel,102.99,479.3,7.56
Petrol,108.12,218.5,8.95
Diesel,99.29,413.9,7.07
Petrol,102.32,224.8,8.33
Diesel,100.46,431.5,7.30
Petrol,109.97,289.2,9.16
Diesel,90.44,143.7,6.12
Petrol,104.39,368.4,8.74
Diesel,103.19,297.5,7.50
Petrol,97.82,169.5,7.85
Diesel,94.92,243.3,6.54
Petrol,104.24,371.9,8.62
Diesel,91.13,371.4,6.43
Petrol,96.48,353.6,7.89
Diesel,94.63,497.2,6.76
Petrol,103.48,190.4,8.56
Diesel,99.68,106.9,6.97
Petrol,102.28,100.9,8.23
Diesel,90.56,231.5,6.17
Petrol,109.04,469.6,9.26
Diesel,97.32,313.4,6.91
Petrol,109.47,139.9,9.13
Diesel,91.83,163.3,6.23
Petrol,102.98,466.8,8.65
Diesel,94.85,498.9,6.77
Petrol,106.57,207.4,8.83
Diesel,93.87,263.2,6.50
Petrol,109.36,275.3,9.06
Diesel,100.90,461.2,7.28
Petrol,109.83,319.5,9.17
Diesel,103.71,159.7,7.43
Petrol,98.38,304.4,7.97
Diesel,103.45,247.5,7.49
Petrol,104.72,261.3,8.57
Diesel,101.33,177.0,7.11
Petrol,104.71,140.8,8.49
Diesel,98.01,213.9,6.81
Petrol,104.39,362.0,8.68
Diesel,97.49,327.5,6.84
Petrol,102.37,173.3,8.31
Diesel,98.37,157.1,6.91
Petrol,107.18,307.8,8.97
Diesel,90.56,170.6,6.17
Petrol,101.25,417.8,8.47
Diesel,100.99,361.4,7.17
Petrol,98.80,158.0,7.95
Diesel,90.79,162.5,6.24
Petrol,100.91,266.4,8.23
Diesel,94.07,251.9,6.55
Petrol,99.34,354.3,8.25
Diesel,90.07,302.2,6.15
Petrol,105.75,110.1,8.62
Diesel,96.41,104.3,6.71
Petrol,100.66,333.0,8.36
Diesel,97.26,178.9,6.80
Petrol,98.25,425.8,8.01
Diesel,97.16,233.8,6.81
Petrol,107.89,259.5,8.88
Diesel,95.55,198.7,6.70
Petrol,100.84,303.2,8.22
Diesel,93.83,420.6,6.64
Petrol,103.62,248.0,8.49
Diesel,100.00,135.5,7.05
Petrol,106.42,396.9,8.83
Diesel,98.02,389.4,7.01
Petrol,108.25,432.9,9.05
Diesel,100.83,151.9,7.13
Petrol,102.90,390.9,8.51
Diesel,97.26,162.2,6.72
Petrol,98.22,220.0,8.02
Diesel,97.47,144.9,6.80
Petrol,103.46,123.7,8.49
Diesel,95.39,489.9,6.87
Petrol,98.82,278.5,8.11
Diesel,95.22,406.9,6.77
Petrol,100.05,210.6,8.18
Diesel,96.34,308.4,6.78
Petrol,103.11,328.8,8.51
Diesel,98.04,412.1,6.94
Petrol,99.35,110.3,7.97
Diesel,92.55,322.3,6.50
Petrol,107.90,184.2,8.94
Diesel,98.84,116.0,6.94
Petrol,107.10,296.0,8.97
Diesel,95.48,329.0,6.76
Petrol,107.75,148.0,8.97
Diesel,99.92,191.6,7.12
Petrol,102.04,382.1,8.50
Diesel,95.09,110.4,6.57
Petrol,97.75,483.5,8.05
Diesel,99.89,158.2,7.11
Petrol,104.58,107.6,8.61
Diesel,103.12,309.2,7.43
Petrol,109.47,363.2,9.14
Diesel,90.15,364.1,6.17
Petrol,103.80,146.5,8.58
Diesel,99.72,394.1,7.19
Petrol,97.60,312.2,8.02
Diesel,94.69,400.2,6.76
Petrol,96.13,294.5,7.75
Diesel,91.25,302.6,6.24
Petrol,101.40,134.5,8.21
Diesel,102.72,411.5,7.46
Petrol,107.10,460.8,9.02
Diesel,95.64,398.6,6.80
Petrol,105.00,268.3,8.60
Diesel,100.47,422.6,7.32
Petrol,103.57,272.1,8.49
Diesel,98.66,336.9,7.05
Petrol,98.13,211.1,7.92
Diesel,90.56,471.1,6.27
Petrol,101.21,449.1,8.35
Diesel,92.17,350.2,6.45
Petrol,105.61,359.5,8.77
Diesel,96.24,460.6,6.94
Petrol,96.89,384.5,7.99
Diesel,93.16,377.0,6.51
Petrol,107.28,204.6,8.90
Diesel,93.85,319.5,6.49
Petrol,108.01,406.7,9.06
Diesel,100.21,402.4,7.21
Petrol,99.99,401.2,8.34
Diesel,97.84,112.4,6.88
Petrol,101.87,294.9,8.44
Diesel,96.59,124.6,6.65
Petrol,104.01,137.9,8.51
Diesel,95.46,322.1,6.79
Petrol,107.63,470.6,9.08
Diesel,103.14,193.7,7.39
Petrol,101.00,138.9,8.17
Diesel,91.06,219.0,6.31
Petrol,97.12,482.9,8.09
Diesel,101.71,164.5,7.14
Petrol,108.03,301.2,9.04
Diesel,102.75,422.7,7.40
Petrol,103.48,234.0,8.45
Diesel,97.31,381.0,6.92
Petrol,103.66,287.0,8.51
Diesel,98.58,459.4,7.15
Petrol,108.82,238.4,9.05
Diesel,94.31,181.2,6.61
Petrol,103.69,237.5,8.48
Diesel,103.12,256.2,7.32
Petrol,99.71,394.3,8.31
Diesel,95.32,312.5,6.62
Petrol,98.81,468.2,8.11
Diesel,95.32,261.9,6.74
Petrol,102.52,434.0,8.51
Diesel,102.18,311.3,7.40
Petrol,105.06,287.0,8.62
Diesel,90.88,468.4,6.44
Petrol,104.82,320.4,8.66
Diesel,100.45,244.4,7.13
Petrol,96.22,338.9,7.92
Diesel,91.34,202.8,6.35
Petrol,103.29,166.8,8.53
Diesel,92.23,264.7,6.47
Petrol,105.94,314.2,8.88
Diesel,98.67,436.8,7.06
Petrol,103.54,371.8,8.65
Diesel,95.03,216.0,6.69
Petrol,96.64,180.7,7.85
Diesel,91.66,400.2,6.50
Petrol,106.53,281.8,8.85
Diesel,99.20,245.9,7.08
Petrol,109.37,248.1,9.12
Diesel,95.99,239.9,6.70
Petrol,108.52,295.1,8.97
Diesel,91.13,241.4,6.25
Petrol,108.23,104.3,8.94
Diesel,103.05,183.0,7.37
Petrol,105.06,362.3,8.71
Diesel,90.30,120.1,6.04
Petrol,98.13,260.8,7.97
Diesel,103.38,262.8,7.50
Petrol,101.86,121.1,8.22
Diesel,91.88,365.7,6.41
Petrol,107.06,144.4,8.78
Diesel,96.36,286.2,6.84
Petrol,108.14,485.9,9.19
Diesel,96.01,197.8,6.74
Petrol,99.80,428.1,8.21
Diesel,102.29,103.8,7.26
Petrol,103.00,473.3,8.57
Diesel,97.32,210.3,6.91
Petrol,109.23,475.4,9.15
Diesel,91.38,365.1,6.33
Petrol,99.01,396.0,8.13
Diesel,93.32,156.9,6.35
Petrol,100.93,177.3,8.16
Diesel,97.07,161.8,6.70
Petrol,98.89,389.3,8.08
Diesel,99.48,373.6,7.14
Petrol,105.94,316.0,8.72
Diesel,96.46,353.6,6.87
Petrol,98.13,206.7,8.02
Diesel,95.35,303.8,6.70
Petrol,106.10,407.6,8.84
Diesel,97.67,185.6,6.84
Petrol,101.51,113.8,8.27
Diesel,92.11,310.5,6.46
Petrol,103.26,497.9,8.69
Diesel,93.28,226.5,6.47
Petrol,107.06,207.2,8.81
Diesel,96.91,255.2,6.75
Petrol,99.60,401.3,8.15
Diesel,98.61,134.0,6.97
Petrol,99.66,488.0,8.31
Diesel,99.29,413.4,7.11
Petrol,106.97,363.6,8.94
Diesel,99.14,213.4,7.02
Petrol,108.72,323.9,9.00
Diesel,93.18,477.3,6.63
Petrol,109.33,467.1,9.31
Diesel,93.96,336.6,6.54
Petrol,99.81,191.2,8.09
Diesel,92.51,216.2,6.38
Petrol,101.58,411.2,8.51
Diesel,101.24,455.7,7.35
Petrol,97.85,442.0,8.02
Diesel,95.51,280.2,6.73
Petrol,96.61,154.9,7.86
Diesel,98.47,333.9,7.07
Petrol,97.52,112.0,7.90
Diesel,96.53,365.2,6.79
Petrol,108.95,491.3,9.19
Diesel,96.19,256.5,6.76
Petrol,96.06,341.6,7.81
Diesel,90.68,201.7,6.20
Petrol,105.80,142.4,8.72
Diesel,96.41,138.0,6.62
Petrol,101.99,323.5,8.41
Diesel,94.11,195.8,6.51
Petrol,99.60,367.0,8.23
Diesel,97.74,128.3,6.77
Petrol,105.11,472.9,8.75
Diesel,100.95,451.2,7.38
Petrol,98.49,376.0,8.09
Diesel,99.18,255.5,7.09
Petrol,100.05,498.0,8.39
Diesel,96.71,461.9,6.92
Petrol,98.21,360.5,8.14
Diesel,100.10,115.3,6.96
Petrol,105.80,352.6,8.85
Diesel,102.94,174.1,7.37
Petrol,108.77,280.8,9.07
Diesel,91.51,259.1,6.28
Petrol,101.47,467.1,8.40
Diesel,100.63,211.9,7.12
Petrol,104.74,408.9,8.68
Diesel,98.69,101.7,6.84
Petrol,104.00,411.1,8.71
Diesel,92.30,258.0,6.37
Petrol,100.56,471.6,8.43
Diesel,90.15,133.0,6.07
Petrol,98.41,201.4,7.98
Diesel,100.36,397.4,7.30
Petrol,100.39,172.6,8.18
Diesel,97.85,135.5,6.92
Petrol,99.51,259.2,8.10
Diesel,97.42,138.9,6.75
Petrol,109.08,131.7,9.03
Diesel,96.92,241.1,6.79
Petrol,109.46,399.1,9.13
Diesel,91.59,412.7,6.41
Petrol,102.00,251.8,8.43
Diesel,103.74,335.0,7.41
Petrol,108.60,453.8,9.07
Diesel,93.27,223.0,6.52
Petrol,105.06,104.3,8.62
Diesel,100.86,465.6,7.40
Petrol,96.68,418.3,8.00
Diesel,98.79,130.7,6.83
Petrol,104.67,371.1,8.78
Diesel,91.36,411.5,6.48
Petrol,108.32,179.8,8.94
Diesel,91.80,153.0,6.32
Petrol,98.12,207.5,8.01
Diesel,94.83,351.9,6.63
Petrol,99.32,380.3,8.23
Diesel,101.26,438.8,7.30
Petrol,106.06,174.3,8.79
Diesel,90.84,126.1,6.26
Petrol,104.92,420.2,8.73
Diesel,101.65,245.0,7.32
Petrol,97.76,421.2,7.98
Diesel,90.46,241.3,6.14
Petrol,101.93,307.5,8.47
Diesel,103.72,349.5,7.53
Petrol,98.61,381.3,8.05
Diesel,98.67,256.3,6.96
Petrol,99.24,426.0,8.26
Diesel,97.82,251.5,6.91
Petrol,98.27,428.0,8.04
Diesel,95.79,296.7,6.71
Petrol,101.69,227.8,8.40
Diesel,102.61,187.9,7.36
Petrol,97.50,181.7,7.85
Diesel,99.30,252.4,7.00
Petrol,102.49,395.5,8.52
Diesel,92.64,449.4,6.51
Petrol,107.48,107.2,8.82
Diesel,102.98,340.3,7.44
Petrol,97.10,326.7,7.91
Diesel,97.18,448.3,6.96
Petrol,109.63,103.9,8.96
Diesel,97.65,329.4,6.89
Petrol,106.34,214.2,8.78
Diesel,94.75,304.8,6.59
Petrol,96.40,326.9,7.84
Diesel,97.03,137.9,6.78
Petrol,96.44,489.4,8.04
Diesel,100.81,337.4,7.22
Petrol,108.91,291.7,9.13
Diesel,95.02,428.8,6.77
Petrol,101.64,337.8,8.36
Diesel,101.40,376.2,7.28
Petrol,100.22,467.0,8.26
Diesel,93.61,280.0,6.54
Petrol,108.30,292.4,9.03
Diesel,93.13,459.4,6.50
Petrol,97.59,330.6,7.97
Diesel,100.98,292.6,7.29
Petrol,104.22,180.5,8.53
Diesel,97.74,349.7,6.88
Petrol,104.20,252.0,8.58
Diesel,101.63,474.5,7.46
Petrol,107.94,185.8,8.99
Diesel,90.87,180.4,6.15
Petrol,102.65,409.4,8.53
Diesel,95.02,457.5,6.69
Petrol,109.55,379.4,9.22
Diesel,99.59,198.0,6.98
Petrol,98.54,347.4,8.01
Diesel,96.11,190.9,6.70
Petrol,109.37,399.3,9.16
Diesel,90.99,368.8,6.26
Petrol,97.75,119.2,7.87
Diesel,98.24,248.3,6.97
Petrol,98.19,120.5,7.89
Diesel,94.12,223.7,6.57
Petrol,101.23,191.4,8.22
Diesel,94.25,334.1,6.69
Petrol,103.19,460.1,8.55
Diesel,93.05,359.7,6.49
Petrol,107.26,266.6,8.99
Diesel,95.42,142.9,6.60
Petrol,108.38,261.6,8.94
Diesel,96.35,193.4,6.79
Petrol,103.95,251.7,8.53
Diesel,102.55,311.5,7.32
Petrol,108.18,454.7,9.08
Diesel,95.67,125.0,6.71
Petrol,98.55,360.6,8.03
Diesel,95.14,322.9,6.74
Petrol,109.09,462.8,9.19
Diesel,93.18,413.7,6.65
Petrol,105.76,407.7,8.92
Diesel,102.92,264.1,7.45
Petrol,104.49,468.1,8.84
Diesel,96.46,394.4,6.80
Petrol,104.37,346.8,8.64
Diesel,103.17,239.0,7.43
Petrol,96.12,259.6,7.76
Diesel,103.84,182.3,7.41
Petrol,100.06,306.7,8.27
Diesel,94.62,307.3,6.60
Petrol,102.26,236.2,8.40
Diesel,95.23,179.8,6.66
Petrol,99.50,479.1,8.25
Diesel,95.66,419.5,6.73
Petrol,96.05,388.0,7.93
Diesel,103.40,407.8,7.59
Petrol,101.60,497.7,8.49
Diesel,98.91,187.5,6.94
Petrol,104.41,383.4,8.70
Diesel,96.84,353.1,6.94
Petrol,96.82,210.7,7.81
Diesel,99.36,105.9,6.93
Petrol,104.55,189.8,8.57
Diesel,98.57,376.5,7.02
Petrol,100.00,341.6,8.24
Diesel,92.96,493.8,6.59
Petrol,103.57,233.0,8.56
Diesel,102.69,471.8,7.49
Petrol,106.74,424.4,8.88
Diesel,92.94,409.1,6.54
Petrol,98.75,404.6,8.10
Diesel,98.16,238.3,6.93
Petrol,106.37,234.3,8.83
Diesel,97.28,238.5,6.85
Petrol,103.32,415.2,8.57
Diesel,92.24,240.1,6.39
Petrol,106.99,255.7,8.91
Diesel,91.09,479.1,6.37
Petrol,98.05,160.7,7.89
Diesel,102.29,460.4,7.38
Petrol,99.83,260.5,8.15
Diesel,102.97,266.4,7.46
Petrol,97.19,381.1,7.92
Diesel,91.10,288.3,6.32
Petrol,106.92,108.3,8.86
Diesel,92.83,253.5,6.37
Petrol,99.09,343.0,8.13
Diesel,97.10,269.9,6.82
Petrol,106.74,147.3,8.84
Diesel,90.21,274.8,6.15
Petrol,98.45,445.1,8.12
Diesel,97.03,198.3,6.87
Petrol,97.30,338.6,7.93
Diesel,95.23,130.0,6.61
Petrol,100.99,382.7,8.42
Diesel,91.05,219.0,6.33
Petrol,100.39,477.5,8.39
Diesel,92.88,362.7,6.47
Petrol,106.40,406.7,8.99
Diesel,90.96,163.7,6.17
Petrol,97.62,128.0,7.82
Diesel,90.90,461.3,6.40
Petrol,99.00,211.4,8.10
Diesel,90.58,143.8,6.21
Petrol,106.77,439.0,8.97
Diesel,101.39,160.3,7.21
Petrol,102.51,376.9,8.55
Diesel,102.41,380.4,7.40
Petrol,101.96,487.7,8.46
Diesel,91.97,403.6,6.44
Petrol,109.55,109.8,9.03
Diesel,91.04,203.1,6.15
Petrol,101.34,216.9,8.34
Diesel,94.35,444.3,6.60
Petrol,98.13,208.8,8.02
Diesel,103.73,274.4,7.52
Petrol,106.66,471.7,8.99
Diesel,93.62,341.4,6.56
Petrol,102.68,191.7,8.38
Diesel,100.81,355.3,7.32
Petrol,101.63,129.4,8.26
Diesel,94.14,129.4,6.41
Petrol,100.90,378.2,8.35
Diesel,97.39,272.8,6.93
Petrol,108.80,161.7,9.06
Diesel,101.22,393.7,7.29
Petrol,105.23,278.0,8.72
Diesel,95.55,251.9,6.75
Petrol,108.08,383.8,9.04
Diesel,103.58,338.8,7.40
Petrol,104.90,343.6,8.74
Diesel,102.17,463.5,7.48
Petrol,103.00,442.6,8.53
Diesel,100.49,352.5,7.25
Petrol,99.07,193.5,8.04
Diesel,100.61,237.6,7.14
Petrol,104.90,370.3,8.73
Diesel,103.16,145.3,7.27
Petrol,101.61,102.1,8.28
Diesel,99.66,273.2,7.06
Petrol,105.30,251.8,8.63
Diesel,97.86,456.6,7.08
Petrol,98.87,118.1,7.93
Diesel,90.62,220.7,6.28
Petrol,99.22,464.0,8.28
Diesel,101.10,170.9,7.09
Petrol,100.65,142.1,8.15
Diesel,103.60,233.9,7.50
Petrol,103.47,378.4,8.59
Diesel,96.44,287.5,6.86
Petrol,97.31,424.0,7.99
Diesel,101.69,134.1,7.14
Petrol,104.99,363.3,8.71
Diesel,99.44,321.2,7.05
Petrol,98.85,336.5,8.08
Diesel,98.64,383.9,7.00
Petrol,101.32,343.1,8.42
Diesel,97.66,242.9,6.85
Petrol,109.98,376.9,9.16
Diesel,92.48,111.0,6.26
Petrol,100.58,397.8,8.33
Diesel,94.79,480.3,6.75
Petrol,102.36,258.3,8.47
Diesel,97.87,160.4,6.85
Petrol,107.26,363.3,8.97
Diesel,90.94,407.2,6.40
Petrol,103.66,466.6,8.75
Diesel,94.09,132.2,6.54
Petrol,97.05,318.5,7.91
Diesel,91.34,434.5,6.39
Petrol,98.90,285.9,8.10
Diesel,92.05,238.7,6.41
Petrol,106.11,444.5,8.92
Diesel,102.35,165.2,7.23
Petrol,101.30,427.1,8.40
Diesel,94.33,397.3,6.70
Petrol,106.86,472.6,9.07
Diesel,94.22,351.9,6.55
Petrol,98.93,114.0,8.01
Diesel,100.02,206.8,7.06
Petrol,96.54,243.4,7.83
Diesel,96.04,242.0,6.76
Petrol,108.43,363.0,9.05
Diesel,100.41,237.9,7.20
Petrol,97.44,366.0,8.03
Diesel,99.41,465.5,7.13
Petrol,101.66,406.4,8.48
Diesel,100.56,228.0,7.21
Petrol,102.56,462.3,8.61
Diesel,97.28,474.9,6.95
Petrol,98.03,102.6,7.90
Diesel,93.31,437.5,6.64
Petrol,106.57,478.7,8.96
Diesel,100.79,268.5,7.11
Petrol,101.42,112.8,8.25
Diesel,90.25,179.3,6.23
Petrol,101.01,314.8,8.24
Diesel,95.61,224.5,6.68
Petrol,104.42,213.9,8.51
Diesel,99.16,485.2,7.15
Petrol,107.91,247.4,9.00
Diesel,103.99,339.6,7.49
Petrol,100.37,446.7,8.38
Diesel,103.29,467.0,7.62
Petrol,107.20,353.5,8.92
Diesel,100.04,246.6,7.06
Petrol,100.46,280.5,8.27
Diesel,102.18,164.8,7.23
Petrol,98.67,397.5,8.16
Diesel,91.31,353.8,6.36
Petrol,106.72,140.1,8.86
Diesel,90.19,467.8,6.24
Petrol,101.11,255.1,8.27
Diesel,93.48,382.1,6.54
Petrol,98.01,263.3,8.00
Diesel,92.16,340.3,6.46
Petrol,98.19,453.8,8.19
Diesel,100.50,234.5,7.14
Petrol,106.38,492.3,8.90
Diesel,94.48,423.6,6.75
Petrol,105.00,187.5,8.58
Diesel,93.67,173.3,6.52
Petrol,109.76,414.7,9.28
Diesel,94.09,240.7,6.63
Petrol,107.97,127.9,8.94
Diesel,95.26,390.7,6.79
Petrol,106.93,114.4,8.72
Diesel,90.25,474.9,6.37
Petrol,104.97,106.2,8.63
Diesel,96.61,208.7,6.84
Petrol,107.85,118.0,8.89
Diesel,98.09,342.2,6.97
Petrol,97.39,452.4,7.98
Diesel,101.23,168.6,7.22
Petrol,109.49,445.8,9.24
Diesel,103.16,458.0,7.47
Petrol,106.72,246.2,8.80
Diesel,96.34,315.8,6.85
Petrol,105.97,350.1,8.79
Diesel,96.75,348.7,6.80
Petrol,96.75,304.4,7.88
Diesel,100.85,278.1,7.16
Petrol,101.60,211.0,8.30
Diesel,93.63,210.7,6.55
Petrol,103.40,491.5,8.72
Diesel,94.61,121.6,6.44
Petrol,99.05,380.4,8.08
Diesel,96.97,382.4,6.97
Petrol,105.59,257.6,8.73
Diesel,101.28,446.3,7.42
Petrol,98.87,346.9,8.07
Diesel,90.80,399.4,6.36
Petrol,100.19,175.3,8.13
Diesel,93.16,315.9,6.52
Petrol,107.23,302.6,8.85
Diesel,95.72,469.5,6.84
Petrol,108.72,253.1,9.06
Diesel,92.92,205.7,6.49
Petrol,96.66,322.3,7.93
Diesel,98.52,136.2,6.81
Petrol,107.22,337.6,8.93
Diesel,96.78,121.9,6.75
Petrol,104.21,288.6,8.57
Diesel,92.86,112.1,6.42
Petrol,105.15,496.7,8.77
Diesel,97.04,378.3,6.85
Petrol,107.44,210.5,8.89
Diesel,103.23,458.9,7.52
Petrol,101.73,498.4,8.47
Diesel,94.74,103.9,6.47
Petrol,107.97,376.2,8.97
Diesel,95.16,269.9,6.74
Petrol,98.88,227.1,8.04
Diesel,96.01,428.8,6.83
Petrol,100.63,381.7,8.29
Diesel,99.88,322.1,7.09
Petrol,106.64,317.9,8.94
Diesel,98.48,416.5,7.11
Petrol,104.13,442.6,8.73
Diesel,103.00,130.1,7.23
Petrol,100.29,199.2,8.16
Diesel,90.52,239.6,6.18
Petrol,106.75,214.1,8.84
Diesel,93.01,218.7,6.41
Petrol,106.47,255.1,8.81
Diesel,90.25,345.6,6.20
Petrol,97.83,381.4,8.02
Diesel,91.13,331.4,6.32
Petrol,100.66,199.8,8.28
Diesel,93.97,415.0,6.65
Petrol,99.49,211.1,8.05
Diesel,95.50,149.3,6.63
Petrol,109.86,217.4,9.11
Diesel,90.18,475.1,6.28
Petrol,105.88,317.8,8.75
Diesel,96.75,443.1,6.90
Petrol,101.04,325.1,8.27
Diesel,97.05,419.0,6.90
Petrol,104.65,190.3,8.63
Diesel,103.96,381.9,7.47
Petrol,102.17,293.6,8.41
Diesel,103.98,486.5,7.52
Petrol,97.90,241.8,7.91
Diesel,102.32,111.1,7.20
Petrol,107.73,147.3,8.93
Diesel,92.39,250.0,6.31
Petrol,99.04,440.2,8.17
Diesel,96.94,469.6,6.90
Petrol,100.56,398.2,8.31
Diesel,102.19,410.1,7.47
Petrol,108.67,497.3,9.20
Diesel,93.58,328.8,6.54
Petrol,106.81,382.7,8.94
Diesel,93.21,238.6,6.46
Petrol,97.94,291.8,8.00
Diesel,102.91,366.3,7.47
Petrol,104.48,279.0,8.70
Diesel,98.89,412.1,7.16
Petrol,105.91,478.0,8.91
Diesel,93.82,369.2,6.55
Petrol,103.54,206.0,8.51
Diesel,95.14,490.2,6.71
Petrol,106.25,332.9,8.85
Diesel,94.37,259.3,6.61
Petrol,102.38,495.1,8.56
Diesel,102.44,242.8,7.31
Petrol,105.66,261.6,8.67
Diesel,101.21,205.8,7.15
Petrol,96.65,207.7,7.76
Diesel,100.29,319.2,7.19
Petrol,108.52,299.7,8.97
Diesel,95.00,376.1,6.63
Petrol,108.93,408.6,9.16
Diesel,97.00,176.0,6.70
Petrol,97.86,217.6,7.86
Diesel,92.55,171.8,6.41
Petrol,100.90,427.7,8.38
Diesel,91.61,333.3,6.33
Petrol,97.97,395.3,7.96
Diesel,93.52,228.4,6.52
Petrol,107.50,498.9,8.99
Diesel,102.87,267.2,7.45
Petrol,104.89,139.3,8.56
Diesel,95.92,485.9,6.88
Petrol,109.16,175.8,8.99
Diesel,103.95,367.0,7.62
Petrol,99.90,445.6,8.20
Diesel,95.88,253.8,6.76
Petrol,96.55,411.5,8.00
Diesel,100.70,186.5,7.21
Petrol,97.14,368.9,7.95
Diesel,101.17,371.4,7.23
Petrol,96.69,185.5,7.87
Diesel,92.11,319.1,6.33
Petrol,102.93,471.0,8.66
Diesel,90.03,170.0,6.11
Petrol,96.77,157.9,7.71
Diesel,90.42,489.3,6.34
Petrol,104.63,260.6,8.66
Diesel,94.27,452.1,6.71
Petrol,109.76,448.1,9.33
Diesel,94.84,236.6,6.57
Petrol,97.89,156.9,7.91
Diesel,90.30,478.8,6.33
Petrol,97.32,151.2,7.81
Diesel,90.12,470.1,6.31
Petrol,108.24,114.6,8.93
Diesel,97.31,383.8,6.85
Petrol,108.34,120.5,8.96
Diesel,103.91,172.7,7.38
Petrol,104.12,397.6,8.64
Diesel,93.32,166.9,6.46
Petrol,98.79,159.8,8.01
Diesel,97.87,446.9,6.93
Petrol,108.36,113.6,8.87
Diesel,98.64,474.1,7.17
Petrol,97.97,343.1,8.02
Diesel,92.18,272.4,6.45
Petrol,96.50,284.4,7.78
Diesel,101.35,285.7,7.21
Petrol,104.31,156.6,8.63
Diesel,93.27,276.3,6.44
Petrol,97.68,443.1,8.14
Diesel,98.94,423.7,7.15
Petrol,108.19,225.0,8.91
Diesel,97.99,355.6,7.01
Petrol,108.23,205.8,8.90
Diesel,101.95,441.2,7.41
Petrol,107.21,269.9,8.87
Diesel,96.86,180.5,6.80
Petrol,103.24,255.6,8.53
Diesel,94.15,487.3,6.74
Petrol,97.01,359.7,7.95
Diesel,103.92,298.6,7.42
Petrol,108.38,300.8,9.09
Diesel,99.81,213.9,6.99
Petrol,105.44,285.8,8.79
Diesel,96.79,474.6,6.88
Petrol,98.44,396.0,8.06
Diesel,95.41,273.1,6.60
Petrol,108.46,352.2,9.11
Diesel,93.56,148.7,6.43
Petrol,97.26,329.9,7.92
Diesel,96.21,299.5,6.86
Petrol,97.15,451.7,8.05
Diesel,90.54,487.7,6.34
Petrol,106.86,140.2,8.73
Diesel,92.72,426.1,6.57
Petrol,108.38,112.7,8.92
Diesel,96.80,148.8,6.69
Petrol,102.12,374.3,8.41
Diesel,98.08,141.7,6.92
Petrol,101.90,352.1,8.40
Diesel,95.29,344.1,6.76
Petrol,106.84,192.5,8.90
Diesel,101.65,261.2,7.18
Petrol,102.05,154.4,8.37
Diesel,103.12,344.3,7.41
Petrol,108.26,378.3,9.13
Diesel,102.87,248.0,7.29
Petrol,109.55,341.9,9.17
Diesel,91.63,102.3,6.29
Petrol,106.83,302.1,8.93
Diesel,102.62,346.8,7.37
Petrol,109.60,259.1,9.13
Diesel,96.02,268.2,6.76
Petrol,106.80,120.9,8.80
Diesel,95.53,121.5,6.69
Petrol,102.40,300.0,8.36
Diesel,102.38,380.5,7.38
Petrol,96.71,300.7,7.83
Diesel,94.06,264.0,6.47
